observation_id,offer_id,product_id,merchant,merchant_key,currency,condition,availability_status,is_available,is_sale,price_min,price_max,price_midpoint,price_spread,shipping_text,shipping_cost,shipping_is_free,date_seen,date_seen_date,year,month,year_month,source_url,source_row_number,product_name,brand
65e6ecbba966a87cce7a,offer_0000094,AVpiSS1A1cnluZ0-LyAY,Best Buy,best_buy,USD,new,in_stock,True,False,289.99,289.99,289.99,0.0,Free Shipping,,True,2014-09-28 20:00:00+00:00,2014-09-28,2014,9,2014-09,http://www.bestbuy.com/site/transcend-jetdrive-420-480gb-internal-serial-ata-iii-solid-state-drive-for-select-apple-computers/7628045.p%25253Fid%25253D1219281540024%252526skuId%25253D7628045%252526st%25253D420%252526cp%25253D1%252526lp%25253D18,94,Transcend - JetDrive 420 480GB Internal Serial ATA III Solid State Drive for Select Apple® Computers,Transcend
84c7ca3300dffc106299,offer_0000095,AVpiSS1A1cnluZ0-LyAY,Best Buy,best_buy,USD,new,in_stock,True,True,270.99,270.99,270.99,0.0,Free Shipping,,True,2014-09-28 20:00:00+00:00,2014-09-28,2014,9,2014-09,http://www.bestbuy.com/site/transcend-jetdrive-420-480gb-internal-serial-ata-iii-solid-state-drive-for-select-apple-computers/7628045.p%25253Fid%25253D1219281540024%252526skuId%25253D7628045%252526st%25253D420%252526cp%25253D1%252526lp%25253D18,95,Transcend - JetDrive 420 480GB Internal Serial ATA III Solid State Drive for Select Apple® Computers,Transcend
9f0d89ca39b0b7496a45,offer_0000017,AVpe9FXeLJeJML43zHrq,Best Buy,best_buy,USD,new,in_stock,True,True,20.99,20.99,20.99,0.0,Free Shipping,,True,2014-10-27 00:00:00+00:00,2014-10-27,2014,10,2014-10,http://www.bestbuy.com/site/denaq-ac-adapter-for-toshiba-satellite-1700-1710-1715-1730-1735-1750-1755-1955-3000-3005-a100-m30x-m35x/6482103.p%253Fid%253D1218737914692%2526skuId%253D6482103%2526st%253D3005%2526cp%253D1%2526lp%253D2,17,DENAQ - AC Adapter for TOSHIBA SATELLITE 1700 1710 1715 1730 1735 1750 1755 1955 3000 3005 A100 M30X M35X - Black,DENAQ
d13a15d5f039eba14f6d,offer_0005397,AVpgsD9OilAPnD_xwAU2,Wayfair - Walmart.com,wayfair_walmart_com,USD,new,in_stock,True,False,100.0,100.0,100.0,0.0,,,,2015-03-04 19:00:00+00:00,2015-03-04,2015,3,2015-03,http://www.walmart.com/ip/Crosley-Tan-Traveler-Turntable/12351630,5397,"Crosley CR49-TA Traveler Turntable with Stereo Speakers and Adjustable Tone Control, Tan",Crosley
4e14b5d7e92c306a4e11,offer_0001100,AVpffLmi1cnluZ0-lmL2,iSave - Walmart.com,i_save_walmart_com,USD,new,in_stock,True,False,449.95,449.95,449.95,0.0,,,,2015-03-04 22:00:00+00:00,2015-03-04,2015,3,2015-03,http://www.walmart.com/ip/Rand-McNally-TND720-7-quot-GPS-Truck-Navigation-System/38595819,1100,"Rand McNally 0528011715 IntelliRoute 7 TND 730 GPS Unit""",Rand McNally
04ab32998902956d28fd,offer_0000224,AVpf5N1w1cnluZ0-tJMj,Buy.com - Bestbuy.com,buy_com_bestbuy_com,USD,new,in_stock,True,False,21.99,21.99,21.99,0.0,,,,2015-03-10 19:00:00+00:00,2015-03-10,2015,3,2015-03,http://www.bestbuy.com/site/denaq-ac-power-adapter-and-charger-for-select-toshiba-satellite-and-satellite-pro-laptops-black/1305772081.p%253Fid%253Dmp1305772081%2526skuId%253D1305772081,224,DENAQ - AC Power Adapter and Charger for Select Toshiba Satellite and Satellite Pro Laptops - Black,DENAQ
49e2aa7516b8f0e808c6,offer_0002824,AVpge6k2LJeJML43OhAl,Best Buy,best_buy,USD,new,in_stock,True,True,121.99,121.99,121.99,0.0,Free Shipping on orders 35 and up,,True,2015-03-10 19:00:00+00:00,2015-03-10,2015,3,2015-03,http://www.bestbuy.com/site/sennheiser-audiophile-over-the-ear-headphones-titan/1700513.p?id=1218285361000&skuId=1700513,2824,SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER,Sennheiser
e0b99eed8fd1c31e6219,offer_0000029,AVphUeKeilAPnD_x3-Be,Best Buy,best_buy,USD,new,in_stock,True,True,136.99,136.99,136.99,0.0,Free Shipping on orders 35 and up,,True,2015-03-10 19:00:00+00:00,2015-03-10,2015,3,2015-03,http://www.bestbuy.com/site/yamaha-5-1-600-w-home-audio-speaker-system/4452997.p%3Fid%3D1218477876778%26skuId%3D4452997,29,NS-SP1800BL 5.1-Channel Home Theater System (Black),Yamaha
ecfcbe96fc3547240dd9,offer_0000481,AVpiEA1f1cnluZ0-JaoG,Best Buy,best_buy,USD,new,out_of_stock,False,True,72.66,72.66,72.66,0.0,Free Shipping,,True,2015-03-10 19:00:00+00:00,2015-03-10,2015,3,2015-03,http://www.bestbuy.com/site/power-acoustik-gothic-series-10-dual-voice-coil-2-ohm-subwoofer-black/8927746.p?id=1218952102569&skuId=8927746,481,"Power Acoustik - Gothic Series 10 Dual-Voice-Coil 2-Ohm Subwoofer - Black""",Power Acoustik
7a98b0d9f30bd4925757,offer_0004198,AVpjVjlCLJeJML43uD8X,Best Buy,best_buy,USD,new,in_stock,True,False,13.99,13.99,13.99,0.0,,,,2015-03-10 20:00:00+00:00,2015-03-10,2015,3,2015-03,"https://www.bestbuy.com/site/secur-mini-solar-cell-phone-charger-green-black/1166055.p?skuId=1166055,http://www.bestbuy.com/site/secur-mini-solar-cell-phone-charger-green-black/1166055.p?id=1219473306746&skuId=1166055",4198,Mini Solar Cell Phone Charger,Secur
62af21d633c655275c7a,offer_0001087,AVpfCmFjLJeJML431EzG,pcRUSH - Walmart.com,pc_rush_walmart_com,USD,new,in_stock,True,False,73.32,73.32,73.32,0.0,,,,2015-03-25 15:00:00+00:00,2015-03-25,2015,3,2015-03,http://www.walmart.com/ip/Logitech-Ultrathin-Touch-Mouse-T630/38390472,1087,Logitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,Logitech
c281784c0569b0386993,offer_0006744,AVpfpp311cnluZ0-oudw,Wayfair - Walmart.com,wayfair_walmart_com,USD,new,in_stock,True,False,40.99,40.99,40.99,0.0,,,,2015-03-25 21:00:00+00:00,2015-03-25,2015,3,2015-03,http://www.walmart.com/ip/Kanto-P101-Universal-Projector-Mount/29943879,6744,P101 Ceiling Projector Mount (White),Kanto Living
387a20bc7e4617fa228a,offer_0000016,AVpe9FXeLJeJML43zHrq,Wayfair - Walmart.com,wayfair_walmart_com,USD,new,in_stock,True,False,31.99,31.99,31.99,0.0,,,,2015-03-25 22:00:00+00:00,2015-03-25,2015,3,2015-03,http://www.walmart.com/ip/Denaq-Denaq-3.16A-19V-AC-Power-Adapter-for-TOSHIBA-Laptops/20835931,16,DENAQ - AC Adapter for TOSHIBA SATELLITE 1700 1710 1715 1730 1735 1750 1755 1955 3000 3005 A100 M30X M35X - Black,DENAQ
f645dd5551c876a3182d,offer_0000151,AVpgUFUC1cnluZ0-zve8,Wayfair - Walmart.com,wayfair_walmart_com,USD,new,in_stock,True,False,38.99,38.99,38.99,0.0,,,,2015-03-26 05:00:00+00:00,2015-03-26,2015,3,2015-03,http://www.walmart.com/ip/Denaq-Denaq-3.95A-19V-AC-Power-Adapter-for-HP-Compaq-Laptops/20836221,151,"DENAQ - AC Power Adapter and Charger for Select HP Omnibook, Pavilion and Presario Laptops - Black",DENAQ
2bd555555f348082ba31,offer_0006071,AVpgLoHn1cnluZ0-xrt6,pcRUSH - Walmart.com,pc_rush_walmart_com,USD,new,in_stock,True,False,143.28,143.28,143.28,0.0,,,,2015-04-01 03:00:00+00:00,2015-04-01,2015,4,2015-04,http://www.walmart.com/ip/ECOXGEAR-GDI-EGST702-ECOSTONE-BLUETOOTH-R-SPEAKER-BLUE/39752284,6071,ECOXGEAR - ECOSTONE Bluetooth Waterproof Speaker - Blue,ECOXGEAR
